campaign_id,platform,campaign_name,impressions,clicks,ctr,cpc,spend,sessions,date
CMP02097,instagram,Instagram_Remarketing_624,120392,2672.0,0.0222,1.24,1563.54,1896.0,2025-08-27
CMP02098,Instagram,Instagram_Natal_801,172883,2437.0,1.41%,2.11,1576.59,1898.0,2025-10-27
CMP02099,Instagram,Instagram_Black_Friday_631,229678,4111.0,1.79%,1.6,2048.23,3338.0,2025-09-13
CMP02100,INSTAGRAM,Instagram_Black_Friday_683,156092,3465.0,0.0222,2.04,1106.11,2472.0,2025-06-11
CMP02101,Instagram,Instagram_Performance_877,88165,1957.0,0.0222,1.91,2049.46,1295.0,2025-06-22
CMP02102,Instagram,Instagram_Black_Friday_267,213195,4455.0,2.09%,1.31,2135.33,3390.0,2025-07-13
CMP02103,INSTAGRAM,Instagram_Awareness_954,201685,3589.0,0.0178,1.04,795.85,2346.0,2025-09-11
CMP02104,instagram,Instagram_Branding_430,218271,4976.0,0.0228,1.3,920.39,3344.0,2025-08-27
CMP02105,Instagram Ads,Instagram_Verão_394,227538,4892.0,0.0215,0.75,995.95,3961.0,2025-08-04
CMP02106,Instagram,Instagram_Natal_246,205609,,,1.9,1777.44,2894.0,2025-09-01
CMP02107,Instagram Ads,Instagram_Branding_663,239264,5718.0,2.39%,2.16,962.07,4495.0,2025-10-01
CMP02108,instagram,Instagram_Awareness_195,99948,1978.0,0.0198,2.13,579.13,1369.0,2025-06-20
CMP02109,Instagram Ads,Instagram_Performance_263,94748,2207.0,0.0233,1.86,1540.57,1637.0,2025-09-29
CMP02110,Instagram,Instagram_Performance_782,250092,2851.0,1.14%,1.16,956.47,2051.0,2025-10-26
CMP02111,INSTAGRAM,Instagram_Awareness_283,87907,1503.0,0.0171,1.46,1168.46,981.0,21/06/2025
CMP02112,Instagram,Instagram_Natal_475,218547,2491.0,0.0114,1.75,1716.68,1653.0,2025-10-04
CMP02113,instagram,Instagram_Verão_765,266725,5174.0,0.0194,0.78,1981.69,3720.0,2025-07-04
CMP02114,Instagram,Instagram_Performance_647,157261,2012.0,0.0128,0.96,349.06,1604.0,2025-09-10
CMP02115,INSTAGRAM,Instagram_Black_Friday_507,92864,854.0,0.0092,2.15,1239.99,626.0,2025-07-31
CMP02116,Instagram,Instagram_Verão_612,127968,2009.0,0.0157,1.59,696.78,1442.0,2025/06/20
CMP02117,Instagram,Instagram_Awareness_732,68012,1190.0,0.0175,1.44,2163.37,970.0,2025-11-19
CMP02118,instagram,Instagram_Awareness_951,184102,3663.0,0.0199,1.23,714.64,2819.0,2025-10-23
CMP02119,Instagram,Instagram_Conversão_179,82342,1473.0,0.0179,0.85,1294.28,1192.0,2025-09-04
CMP02120,Instagram,Instagram_Conversão_910,83220,1963.0,0.0236,2.06,1159.96,1553.0,2025-09-26
CMP02121,Instagram,Instagram_Conversão_282,192783,2930.0,0.0152,1.28,924.36,1944.0,2025-10-18
CMP02122,Instagram,Instagram_Natal_404,157842,1973.0,0.0125,2.09,1096.77,1547.0,2025-10-01
CMP02123,instagram,Instagram_Conversão_445,275073,4373.0,0.0159,1.44,1427.02,3486.0,2025-09-01
CMP02124,Instagram,Instagram_Awareness_756,217300,4063.0,0.0187,1.95,1446.1,3035.0,2025/07/28
CMP02125,Instagram,Instagram_Performance_333,48014,950.0,0.0198,1.55,268.49,628.0,2025-11-26
CMP02126,Instagram,Instagram_Branding_900,221894,4770.0,0.0215,0.89,760.31,3225.0,2025-06-09
CMP02127,Instagram,Instagram_Conversão_827,257627,4740.0,0.0184,0.79,445.5,3348.0,2025-09-28
CMP02128,Instagram,Instagram_Conversão_634,107796,1767.0,0.0164,2.0,1071.15,1439.0,2025-06-04
CMP02129,Instagram Ads,Instagram_Black_Friday_954,178277,4242.0,0.0238,1.11,1812.2,2875.0,2025-10-26
CMP02130,Instagram,Instagram_Awareness_908,278968,5411.0,0.0194,1.88,1804.64,3592.0,2025-08-30
CMP02131,Instagram Ads,Instagram_Awareness_688,244307,3053.0,0.0125,1.19,333.28,2089.0,2025-11-02
CMP02132,Instagram,Instagram_Verão_425,57708,1269.0,0.022,1.67,837.16,922.0,2025-10-04
CMP02133,INSTAGRAM,Instagram_Branding_553,72752,1091.0,0.015,1.44,530.04,839.0,2025-06-16
CMP02134,Instagram,Instagram_Remarketing_910,120157,2799.0,0.0233,1.73,1030.48,1828.0,2025-08-21
CMP02135,Instagram,Instagram_Awareness_592,159714,1916.0,0.012,1.94,1860.69,1277.0,2025-07-27
CMP02136,instagram,Instagram_Natal_122,87392,2079.0,0.0238,1.33,447.87,1414.0,2025-08-15
CMP02137,Instagram,Instagram_Remarketing_434,103367,1292.0,0.0125,0.77,2035.92,927.0,2025-07-03
CMP02138,INSTAGRAM,Instagram_Awareness_379,180069,3943.0,0.0219,0.78,1396.13,3210.0,2025-11-10
CMP02139,Instagram,Instagram_Remarketing_428,143093,1946.0,0.0136,0.82,1460.27,1387.0,2025-09-04
CMP02140,Instagram,Instagram_Verão_832,193716,2014.0,0.0104,1.07,2155.64,1642.0,2025-08-28
CMP02141,Instagram,Instagram_Performance_224,57925,1054.0,0.0182,2.01,464.65,809.0,2025-08-20
CMP02142,Instagram,Instagram_Branding_237,210287,2313.0,0.011,1.12,729.76,1833.0,2025-09-19
CMP02143,instagram,Instagram_Conversão_420,227726,3529.0,0.0155,1.17,268.05,2761.0,2025-09-26
CMP02144,Instagram,Instagram_Black_Friday_802,251989,3628.0,0.0144,1.68,1411.51,2642.0,2025/06/20
CMP02145,INSTAGRAM,Instagram_Conversão_969,240661,4307.0,0.0179,0.86,403.36,3007.0,2025-09-15
CMP02146,INSTAGRAM,Instagram_Conversão_495,186084,1953.0,0.0105,1.59,324.62,1534.0,2025-09-09
CMP02147,Instagram Ads,Instagram_Awareness_458,180419,3608.0,0.02,0.83,1843.74,2561.0,2025-09-16
CMP02148,Instagram,Instagram_Performance_260,180588,3683.0,0.0204,1.27,593.39,2415.0,2025-10-01
CMP02149,Instagram,Instagram_Awareness_577,266702,3573.0,1.34%,0.93,626.65,2450.0,2025-09-16
CMP02150,Instagram Ads,Instagram_Verão_205,53032,1087.0,0.0205,1.61,2106.98,802.0,2025-11-01
CMP02151,instagram,Instagram_Branding_560,273753,2792.0,0.0102,1.28,763.7,1831.0,2025-09-20
CMP02152,instagram,Instagram_Black_Friday_410,151407,2059.0,0.0136,1.35,934.63,1551.0,2025-09-02
CMP02153,Instagram,Instagram_Branding_439,94921,1689.0,0.0178,0.92,1653.53,1136.0,2025-10-14
CMP02154,Instagram,Instagram_Remarketing_959,103426,961.0,0.0093,1.0,988.13,736.0,02/10/2025
CMP02155,Instagram,Instagram_Verão_124,67130,751.0,0.0112,1.7,520.07,536.0,2025-08-14
CMP02156,Instagram Ads,Instagram_Performance_511,235133,4655.0,0.0198,1.7,1392.99,3461.0,2025-07-24
CMP02157,Instagram,Instagram_Awareness_128,142689,1740.0,0.0122,1.0,1797.43,,2025-10-13
CMP02158,Instagram Ads,Instagram_Branding_421,99251,2362.0,0.0238,1.44,2148.63,1646.0,2025-09-21
CMP02159,Instagram,Instagram_Performance_896,0,1310.0,0.0144,1.48,1806.97,886.0,26/08/2025
CMP02160,Instagram,Instagram_Remarketing_468,98839,2213.0,2.24%,1.13,975.95,1718.0,2025-09-24
CMP02161,Instagram,Instagram_Conversão_522,175419,3824.0,0.0218,0.95,1931.01,3059.0,2025-06-04
CMP02162,Instagram Ads,Instagram_Awareness_697,191811,2090.0,0.0109,1.49,823.13,1456.0,2025-11-10
CMP02163,Instagram,Instagram_Remarketing_115,200300,2764.0,0.0138,1.53,1833.44,2199.0,2025-08-17
CMP02164,instagram,Instagram_Conversão_407,182663,3927.0,0.0215,0.99,387.47,3132.0,2025-07-31
CMP02165,Instagram,Instagram_Conversão_718,179726,1707.0,0.0095,0.93,1574.13,1292.0,02/07/2025
CMP02166,Instagram,Instagram_Remarketing_851,159065,3658.0,0.023,1.88,1953.05,2730.0,2025-07-02
CMP02167,Instagram,Instagram_Awareness_325,119632,2380.0,1.99%,1.31,1326.81,1861.0,2025-08-14
CMP02168,Instagram,Instagram_Black_Friday_260,264884,6357.0,0.024,1.54,451.96,4142.0,2025-08-27
CMP02169,instagram,Instagram_Performance_202,158079,1517.0,0.0096,1.24,252.66,1178.0,13/06/2025
CMP02170,instagram,Instagram_Remarketing_882,67411,869.0,0.0129,1.91,1737.71,622.0,2025-08-20
CMP02171,Instagram,Instagram_Natal_733,159273,3169.0,0.0199,0.74,668.85,2594.0,2025-09-24
CMP02172,Instagram,Instagram_Conversão_290,100206,1272.0,1.27%,0.86,696.08,988.0,2025-11-05
CMP02173,INSTAGRAM,Instagram_Awareness_456,98758,1135.0,0.0115,1.84,1129.29,782.0,17/06/2025
CMP02174,Instagram,Instagram_Verão_331,47015,1123.0,2.39%,1.6,1505.81,786.0,2025-06-25
CMP02175,INSTAGRAM,Instagram_Natal_620,0,2648.0,0.015,1.6,1959.79,1891.0,2025-11-10
CMP02176,Instagram,Instagram_Performance_597,67924,638.0,0.0094,0.78,1989.47,501.0,2025-06-02
CMP02177,Instagram Ads,Instagram_Conversão_213,121249,2170.0,0.0179,1.91,1840.95,1755.0,2025-09-22
CMP02178,Instagram,Instagram_Natal_188,53650,1282.0,0.0239,1.12,296.07,1034.0,2025-08-08
CMP02179,INSTAGRAM,Instagram_Verão_483,99624,1245.0,0.0125,1.7,1262.02,949.0,2025-09-13
CMP02180,Instagram,Instagram_Remarketing_493,254576,3105.0,0.0122,1.05,725.42,2018.0,2025-06-15
CMP02181,Instagram,Instagram_Natal_881,233907,4257.0,0.0182,1.67,1139.91,2842.0,2025-09-25
CMP02182,Instagram,Instagram_Black_Friday_955,91400,1910.0,0.0209,1.92,1854.23,1516.0,2025-09-05
CMP02183,Instagram,Instagram_Conversão_883,64245,828.0,1.29%,0.82,2054.51,572.0,26/10/2025
CMP02184,Instagram Ads,Instagram_Remarketing_221,135377,2355.0,1.74%,0.85,1951.79,1860.0,2025-09-27
CMP02185,Instagram,Instagram_Branding_313,193995,3375.0,1.74%,0.98,1959.97,2624.0,2025-09-09
CMP02186,Instagram Ads,Instagram_Black_Friday_356,213702,5064.0,0.0237,1.67,953.21,3295.0,2025-07-30
CMP02187,Instagram Ads,Instagram_Awareness_437,143578,2153.0,1.50%,1.82,2131.51,,2025/07/03
CMP02188,Instagram,Instagram_Verão_534,61025,1269.0,0.0208,1.89,466.62,991.0,2025-06-15
CMP02189,Instagram,Instagram_Awareness_148,106159,2494.0,0.0235,1.82,1472.26,1655.0,2025-06-23
CMP02190,INSTAGRAM,Instagram_Branding_589,119417,2268.0,1.90%,1.26,1367.27,1493.0,2025-11-22
CMP02191,Instagram,Instagram_Branding_976,178733,1948.0,0.0109,1.71,2090.67,1420.0,2025-11-08
CMP02192,Instagram,Instagram_Branding_318,73146,1740.0,0.0238,1.86,1284.1,1171.0,2025-07-06
CMP02193,Instagram,Instagram_Black_Friday_523,140769,1393.0,0.0099,1.64,2150.76,958.0,2025-06-08
CMP02194,instagram,Instagram_Natal_115,89617,1236.0,0.0138,1.64,1402.56,890.0,2025-09-27
CMP02195,Instagram,Instagram_Branding_924,232458,2882.0,0.0124,0.97,919.41,2259.0,2025-10-15
CMP02196,Instagram,Instagram_Remarketing_729,108167,1957.0,0.0181,1.64,875.71,1558.0,2025-07-18
CMP02197,instagram,Instagram_Conversão_993,105093,2206.0,0.021,1.82,1086.95,1697.0,2025-10-17
CMP02198,instagram,Instagram_Conversão_961,151695,1956.0,0.0129,1.61,1263.49,1377.0,2025-10-06
CMP02199,instagram,Instagram_Awareness_275,242092,4502.0,1.86%,1.28,1983.12,3523.0,2025-10-14
CMP02200,instagram,Instagram_Awareness_321,142281,3315.0,0.0233,1.4,476.65,2255.0,10/09/2025
CMP02201,Instagram,Instagram_Performance_915,203181,2803.0,0.0138,1.69,1399.4,2275.0,2025-09-28
CMP02202,Instagram,Instagram_Conversão_175,240183,3410.0,0.0142,1.55,1504.82,2301.0,2025-09-24
CMP02203,instagram,Instagram_Branding_206,97256,1915.0,0.0197,1.34,2124.54,1372.0,2025-11-15
CMP02204,Instagram,Instagram_Remarketing_691,94524,897.0,0.0095,0.72,333.77,643.0,2025-08-03
CMP02205,INSTAGRAM,Instagram_Black_Friday_185,98503,2304.0,0.0234,1.96,584.0,1540.0,2025-09-29
CMP02206,Instagram Ads,Instagram_Performance_965,116181,1998.0,0.0172,0.92,255.21,,2025-06-17
CMP02207,INSTAGRAM,Instagram_Branding_434,154518,2966.0,0.0192,0.94,1445.49,2144.0,2025-07-24
CMP02208,Instagram Ads,Instagram_Natal_805,225958,2101.0,0.0093,2.14,1975.75,1377.0,2025-06-30
CMP02209,Instagram,Instagram_Verão_139,220900,2142.0,0.0097,1.01,270.93,1556.0,2025-07-04
CMP02210,Instagram,Instagram_Black_Friday_688,111228,2135.0,0.0192,2.02,1497.5,1459.0,2025-09-25
CMP02211,instagram,Instagram_Branding_956,266615,4825.0,0.0181,2.01,1633.46,3317.0,2025-09-17
CMP02212,instagram,Instagram_Branding_370,106647,,,2.06,375.34,1017.0,2025-06-26
CMP02213,instagram,Instagram_Branding_406,246773,4935.0,0.02,1.53,444.71,3819.0,25/06/2025
CMP02214,Instagram Ads,Instagram_Branding_730,73972,991.0,0.0134,0.88,261.84,781.0,2025-11-15
CMP02215,Instagram,Instagram_Remarketing_776,126480,2719.0,0.0215,1.76,976.33,2090.0,2025-11-26
CMP02216,INSTAGRAM,Instagram_Natal_608,159545,2983.0,0.0187,1.65,708.27,2406.0,2025-06-15
CMP02217,Instagram,Instagram_Verão_618,135455,1313.0,0.0097,0.86,475.83,927.0,2025-07-11
CMP02218,Instagram,Instagram_Black_Friday_120,86443,1296.0,0.015,1.03,2167.19,903.0,2025-10-29
CMP02219,Instagram,Instagram_Remarketing_282,41833,819.0,0.0196,1.59,479.58,608.0,2025-06-18
CMP02220,INSTAGRAM,Instagram_Verão_677,241370,3234.0,0.0134,1.8,1412.7,2201.0,2025-08-23
CMP02221,Instagram,Instagram_Natal_876,68042,1306.0,0.0192,1.88,2179.41,1025.0,2025-07-28
CMP02222,Instagram Ads,Instagram_Performance_139,267536,5136.0,0.0192,0.83,1008.66,3818.0,2025-08-31
CMP02223,Instagram,Instagram_Awareness_626,70483,1451.0,2.06%,1.0,1633.17,1089.0,2025-09-05
CMP02224,instagram,Instagram_Natal_499,206623,3657.0,0.0177,1.47,1453.98,2518.0,2025-11-23
CMP02225,Instagram,Instagram_Verão_812,237945,4425.0,0.0186,1.57,1927.59,3323.0,2025-09-28
CMP02226,Instagram Ads,Instagram_Verão_851,217408,3543.0,0.0163,1.51,1262.15,2515.0,2025-07-08
CMP02227,instagram,Instagram_Black_Friday_152,0,1161.0,1.72%,1.85,1763.09,945.0,2025-09-28
CMP02228,Instagram,Instagram_Natal_420,193979,2579.0,0.0133,1.57,1442.85,2019.0,2025-11-15
CMP02229,INSTAGRAM,Instagram_Branding_238,68919,1495.0,0.0217,0.76,1035.83,1201.0,2025-07-14
CMP02230,Instagram,Instagram_Verão_693,158469,3407.0,0.0215,2.19,462.79,2441.0,2025-08-06
CMP02231,Instagram Ads,Instagram_Branding_472,206941,4076.0,0.0197,1.55,355.67,3212.0,2025-11-28
CMP02232,Instagram,Instagram_Black_Friday_413,126472,1922.0,0.0152,2.18,1326.72,1372.0,2025-10-13
CMP02233,Instagram,Instagram_Black_Friday_423,0,4008.0,0.019,1.91,1888.38,2922.0,2025-09-08
CMP02234,Instagram,Instagram_Black_Friday_293,193057,2200.0,0.0114,0.99,1645.22,1617.0,2025-08-12
CMP02235,INSTAGRAM,Instagram_Branding_422,240757,2311.0,0.0096,0.98,419.65,1894.0,2025-07-06
CMP02236,Instagram,Instagram_Remarketing_351,71163,946.0,0.0133,1.38,761.84,725.0,2025-07-19
CMP02237,Instagram,Instagram_Remarketing_137,48750,867.0,0.0178,1.77,862.23,614.0,2025-09-24
CMP02238,Instagram,Instagram_Remarketing_210,109591,2531.0,0.0231,1.89,1349.02,1989.0,2025-09-09
CMP02239,instagram,Instagram_Branding_205,165202,3171.0,0.0192,1.83,277.82,2286.0,2025-06-08
CMP02240,INSTAGRAM,Instagram_Verão_354,212022,4176.0,0.0197,0.74,1003.1,2915.0,2025-10-21
CMP02241,Instagram,Instagram_Performance_610,192209,2690.0,0.014,0.89,1045.39,2071.0,2025-09-18
CMP02242,Instagram,Instagram_Natal_794,100840,1885.0,0.0187,1.43,1922.76,1286.0,2025-11-01
CMP02243,Instagram Ads,Instagram_Awareness_288,144938,2536.0,0.0175,1.78,2166.95,2008.0,2025-09-17
CMP02244,instagram,Instagram_Awareness_838,217349,2043.0,0.94%,0.86,1757.85,1340.0,2025-11-12
CMP02245,Instagram,Instagram_Conversão_491,262388,3174.0,0.0121,1.16,314.67,2298.0,2025-09-30
CMP02246,Instagram,Instagram_Branding_901,0,3180.0,0.0125,1.8,1917.58,2106.0,31/10/2025
CMP02247,Instagram,Instagram_Remarketing_623,62292,710.0,0.0114,2.08,332.14,468.0,2025-10-22
CMP02248,Instagram,Instagram_Remarketing_163,122721,1632.0,0.0133,1.54,1207.44,1211.0,2025-09-22
CMP02249,Instagram Ads,Instagram_Awareness_398,234642,2205.0,0.0094,0.82,2193.82,1591.0,2025-10-26
CMP02250,Instagram,Instagram_Branding_950,270959,3549.0,0.0131,1.31,1897.05,2558.0,2025-11-25
CMP02251,instagram,Instagram_Performance_660,129821,1518.0,0.0117,1.39,1133.44,1106.0,2025-08-04
CMP02252,Instagram,Instagram_Remarketing_729,111456,1694.0,0.0152,1.42,1143.39,1350.0,2025-09-20
CMP02253,instagram,Instagram_Conversão_824,144565,2428.0,1.68%,1.89,515.85,1907.0,2025-07-08
CMP02254,INSTAGRAM,Instagram_Branding_655,266934,4377.0,0.0164,1.67,2085.94,2869.0,2025-09-08
CMP02255,Instagram,Instagram_Remarketing_577,139090,1891.0,0.0136,1.41,1946.39,1498.0,2025-11-10
CMP02256,Instagram,Instagram_Conversão_958,108815,,,1.73,714.53,853.0,2025-11-23
CMP02257,Instagram,Instagram_Performance_101,201691,3489.0,0.0173,1.09,288.46,2528.0,2025-11-27
CMP02258,instagram,Instagram_Natal_159,136211,1580.0,0.0116,1.42,1515.29,1221.0,2025-06-15
CMP02259,INSTAGRAM,Instagram_Awareness_435,196526,2888.0,0.0147,1.75,1513.83,2021.0,22/06/2025
CMP02260,INSTAGRAM,Instagram_Remarketing_112,217284,3476.0,0.016,1.92,1217.91,2694.0,2025-06-08
CMP02261,Instagram,Instagram_Remarketing_734,239911,5517.0,0.023,1.04,1581.22,3750.0,2025-06-21
CMP02262,Instagram,Instagram_Branding_429,209979,3338.0,0.0159,1.74,1544.04,2701.0,2025-11-11
CMP02263,INSTAGRAM,Instagram_Remarketing_157,83777,1189.0,0.0142,1.28,1572.49,897.0,2025-08-06
CMP02264,Instagram,Instagram_Performance_899,116472,1118.0,0.0096,1.89,1575.87,796.0,2025-07-19
CMP02265,Instagram,Instagram_Branding_885,143670,2887.0,0.0201,1.86,1589.12,2096.0,2025-10-15
CMP02266,Instagram Ads,Instagram_Branding_628,248591,3952.0,1.59%,1.6,340.53,2812.0,2025/08/16
CMP02267,Instagram,Instagram_Performance_361,254823,5351.0,0.021,1.45,583.29,4146.0,2025-11-20
CMP02268,Instagram,Instagram_Conversão_219,107747,1573.0,0.0146,1.07,533.45,1140.0,2025-10-30
CMP02269,Instagram Ads,Instagram_Verão_710,265863,2685.0,0.0101,1.5,1050.2,1938.0,2025-10-09
CMP02270,INSTAGRAM,Instagram_Natal_809,171092,3250.0,1.90%,0.78,1535.21,2512.0,2025-07-21
CMP02271,INSTAGRAM,Instagram_Remarketing_108,212134,4645.0,0.0219,1.1,925.02,3783.0,2025-10-05
CMP02272,Instagram,Instagram_Conversão_974,267996,5976.0,0.0223,1.43,1793.79,4762.0,2025-11-04
CMP02273,Instagram,Instagram_Performance_838,113411,1780.0,0.0157,1.28,824.64,1333.0,2025-09-25
CMP02274,Instagram,Instagram_Remarketing_736,108747,1674.0,0.0154,1.39,1223.12,1240.0,2025-08-09
CMP02275,instagram,Instagram_Verão_400,171975,2889.0,0.0168,1.63,1399.88,2143.0,2025-09-27
CMP02276,INSTAGRAM,Instagram_Black_Friday_525,101761,1343.0,0.0132,0.87,1440.23,1100.0,2025-10-27
CMP02277,Instagram,Instagram_Branding_355,222289,3512.0,0.0158,1.7,374.8,2699.0,2025-07-24
CMP02278,Instagram,Instagram_Branding_221,115063,2393.0,0.0208,1.42,722.68,1847.0,2025-11-19
CMP02279,Instagram,Instagram_Branding_443,224877,2473.0,0.011,2.08,1942.23,1633.0,2025-09-28
CMP02280,Instagram,Instagram_Black_Friday_957,49207,541.0,0.011,0.9,1489.55,379.0,2025-08-03
CMP02281,instagram,Instagram_Verão_528,278142,4561.0,0.0164,1.51,1489.69,3090.0,2025-08-16
CMP02282,Instagram Ads,Instagram_Awareness_504,182503,3558.0,0.0195,1.44,1902.5,2649.0,2025-10-03
CMP02283,Instagram,Instagram_Awareness_269,126855,2118.0,0.0167,1.27,939.6,1494.0,2025-08-15
CMP02284,Instagram,Instagram_Natal_499,84919,1927.0,0.0227,1.48,1303.57,1394.0,2025-06-11
CMP02285,Instagram,Instagram_Remarketing_145,273455,3090.0,0.0113,1.74,1288.6,2159.0,2025-06-10
CMP02286,Instagram,Instagram_Remarketing_117,185617,4083.0,0.022,1.39,1795.71,3177.0,2025-07-13
CMP02287,Instagram Ads,Instagram_Verão_290,246477,3845.0,0.0156,2.01,1187.03,2753.0,2025-09-18
CMP02288,instagram,Instagram_Conversão_861,79201,720.0,0.0091,2.19,1192.08,,2025-08-08
CMP02289,Instagram,Instagram_Performance_348,206014,2925.0,0.0142,2.01,1725.65,2376.0,2025-11-28
CMP02290,Instagram,Instagram_Black_Friday_447,263181,5684.0,2.16%,1.45,1641.98,3729.0,2025-08-05
CMP02291,instagram,Instagram_Awareness_419,161184,1982.0,0.0123,1.65,1858.58,1345.0,2025-08-28
CMP02292,INSTAGRAM,Instagram_Black_Friday_692,129701,1828.0,0.0141,2.06,1266.35,1413.0,2025-11-27
CMP02293,Instagram Ads,Instagram_Branding_752,67262,1022.0,0.0152,2.16,1298.0,830.0,2025-09-01
CMP02294,Instagram Ads,Instagram_Natal_864,260570,5419.0,0.0208,2.01,991.22,3531.0,2025-08-11
CMP02295,Instagram Ads,Instagram_Performance_806,262335,,,1.73,802.68,1993.0,2025-08-30
CMP02296,Instagram,Instagram_Remarketing_531,102692,1971.0,0.0192,1.09,859.93,1562.0,2025-11-21
CMP02297,Instagram Ads,Instagram_Awareness_810,55507,571.0,0.0103,2.12,342.04,454.0,2025-08-02
CMP02298,Instagram Ads,Instagram_Conversão_139,77691,,,1.07,1077.38,1010.0,2025-08-22
CMP02299,Instagram,Instagram_Performance_602,94186,1497.0,0.0159,1.96,635.57,1075.0,2025-06-06
CMP02300,Instagram,Instagram_Verão_606,199423,3091.0,0.0155,1.63,1152.23,2490.0,18/11/2025
CMP02301,TIKTOK,TikTok_Conversão_553,868491,4255.0,0.0049,0.61,1157.43,2489.0,2025-10-23
CMP02302,TIKTOK,TikTok_Verão_246,305832,1957.0,0.0064,0.6,1517.72,1275.0,2025-07-04
CMP02303,tiktok,TikTok_Remarketing_194,1199883,4799.0,0.004,0.69,739.99,2730.0,2025-06-18
CMP02304,Tiktok,TikTok_Natal_574,275917,2152.0,0.0078,0.21,1325.7,1140.0,2025-11-09
CMP02305,TikTok,TikTok_Natal_999,545423,,,0.42,1398.71,2317.0,2025-06-24
CMP02306,TikTok,TikTok_Conversão_280,1770896,9917.0,0.56%,0.37,1366.41,6673.0,2025-10-26
CMP02307,TikTok,TikTok_Natal_936,1534192,6136.0,0.004,0.5,630.12,3835.0,2025-11-29
CMP02308,TikTok,TikTok_Black_Friday_919,472674,2316.0,0.0049,0.45,302.61,1616.0,2025-06-23
CMP02309,TIKTOK,TikTok_Remarketing_572,919423,5332.0,0.0058,0.32,1033.17,3470.0,2025-09-19
CMP02310,TIKTOK,TikTok_Black_Friday_614,393216,2988.0,0.0076,0.28,1278.05,1901.0,2025-11-26
CMP02311,tiktok,TikTok_Conversão_692,222078,888.0,0.004,0.53,1035.33,552.0,2025-11-13
CMP02312,TIKTOK,TikTok_Black_Friday_296,1350156,4860.0,0.0036,0.57,1017.93,2978.0,2025-06-18
CMP02313,TikTok,TikTok_Conversão_595,467937,2058.0,0.0044,0.47,1404.86,1209.0,2025-06-14
CMP02314,TikTok,TikTok_Conversão_344,1446838,5353.0,0.0037,0.52,1263.07,3018.0,2025-08-22
CMP02315,Tiktok,TikTok_Branding_453,702592,4637.0,0.0066,0.47,1540.57,2396.0,2025-10-11
CMP02316,TikTok,TikTok_Branding_126,1633706,13396.0,0.0082,0.49,501.05,9130.0,2025-07-24
CMP02317,Tiktok,TikTok_Awareness_292,1518020,13358.0,0.0088,0.63,1566.78,6840.0,2025-11-24
CMP02318,tiktok,TikTok_Branding_506,986632,8090.0,0.0082,0.2,670.43,5126.0,2025-09-12
CMP02319,TikTok,TikTok_Awareness_693,1597080,9263.0,0.58%,0.2,333.49,6019.0,2025-10-12
CMP02320,TikTok,TikTok_Performance_400,673548,2761.0,0.0041,0.38,1379.02,1865.0,2025-09-12
CMP02321,Tiktok,TikTok_Remarketing_245,1515436,6061.0,0.004,0.49,1031.69,3037.0,2025-10-26
CMP02322,TikTok,TikTok_Conversão_689,933986,5884.0,0.0063,0.41,569.57,3351.0,2025-06-29
CMP02323,tiktok,TikTok_Performance_300,496225,3820.0,0.0077,0.34,883.76,2381.0,2025-07-23
CMP02324,TikTok,TikTok_Branding_531,185638,594.0,0.0032,0.65,763.9,354.0,2025-10-11
CMP02325,TikTok,TikTok_Performance_440,356076,1922.0,0.0054,0.51,305.44,977.0,2025-07-29
CMP02326,TikTok,TikTok_Conversão_478,901514,5499.0,0.0061,0.18,326.88,3655.0,2025-08-08
CMP02327,TikTok,TikTok_Branding_177,293533,998.0,0.0034,0.54,347.93,566.0,2025-06-08
CMP02328,TikTok,TikTok_Branding_612,866586,4332.0,0.005,0.6,718.3,2500.0,2025-08-06
CMP02329,TIKTOK,TikTok_Natal_747,635436,3812.0,0.006,0.24,559.02,1928.0,2025-08-14
CMP02330,Tiktok,TikTok_Remarketing_255,1039174,3325.0,0.0032,0.33,189.86,1725.0,2025-11-01
CMP02331,TIKTOK,TikTok_Black_Friday_499,1138967,9567.0,0.0084,0.64,1160.46,6155.0,2025/09/22
CMP02332,TikTok,TikTok_Natal_130,1368298,6704.0,0.0049,0.64,820.39,4797.0,2025-10-28
CMP02333,TikTok,TikTok_Black_Friday_381,219512,1382.0,0.0063,0.23,764.85,901.0,2025-08-06
CMP02334,tiktok,TikTok_Verão_829,1143758,9035.0,0.0079,0.2,1161.26,4860.0,2025-10-03
CMP02335,TikTok,TikTok_Conversão_859,895326,4028.0,0.0045,0.59,729.82,2524.0,2025-08-15
CMP02336,TIKTOK,TikTok_Conversão_763,423532,2456.0,0.0058,0.29,191.01,1234.0,2025-09-15
CMP02337,TIKTOK,TikTok_Black_Friday_664,1611961,12089.0,0.0075,0.57,512.61,7837.0,2025-09-13
CMP02338,TikTok,TikTok_Performance_669,1656660,5798.0,0.0035,0.82,1390.18,2966.0,2025-09-22
CMP02339,tiktok,TikTok_Natal_672,858503,4893.0,0.0057,0.82,1227.49,2704.0,2025-08-09
CMP02340,tiktok,TikTok_Black_Friday_755,1486095,12037.0,0.0081,0.72,625.0,6946.0,2025-07-09
CMP02341,TikTok,TikTok_Branding_433,1000150,7001.0,0.007,0.56,967.81,4516.0,2025-06-13
CMP02342,Tiktok,TikTok_Awareness_791,866494,5285.0,0.0061,0.27,1214.84,3787.0,2025-10-13
